,film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
266,1725,120.0,92.0,7.69999981,19732,0
267,1307,514.0,162.0,8.0,128455,0
268,4937,6.0,,6.69999981,114,4
269,2996,215.0,50.0,6.5,17068,0
270,285,149.0,120.0,7.4000001,27629,2000
271,1692,91.0,40.0,6.5999999,29392,0
272,3426,388.0,333.0,6.80000019,87677,11000
273,3965,738.0,462.0,6.5999999,212204,24000
274,1166,57.0,28.0,7.19999981,5841,942
275,234,80.0,22.0,6.30000019,13587,729
276,1143,113.0,57.0,7.30000019,10499,0
277,519,227.0,88.0,5.0999999,29659,1000
278,3105,33.0,67.0,7.0999999,8087,1000
279,2146,31.0,12.0,5.69999981,3088,290
280,2052,62.0,52.0,2.70000005,3611,131
281,2978,66.0,83.0,6.5,11391,1000
282,1582,985.0,190.0,6.0999999,86890,0
283,2216,835.0,285.0,7.5,149966,0
284,3694,679.0,510.0,6.9000001,508818,46000
285,4477,397.0,351.0,6.4000001,216581,21000
286,4782,15.0,23.0,5.19999981,2032,620
287,4826,144.0,181.0,5.80000019,44296,12000
288,910,514.0,134.0,8.19999981,469561,21000
289,748,145.0,40.0,6.5999999,35314,0
290,4450,779.0,321.0,6.0,101178,90000
291,1241,198.0,59.0,6.19999981,33745,0
292,4816,114.0,130.0,5.5999999,36487,0
293,113,7.0,12.0,7.30000019,340,32
294,3020,9.0,11.0,4.30000019,1118,77
295,1215,147.0,59.0,5.69999981,14904,0
296,1046,216.0,61.0,5.80000019,24868,964
297,2214,5.0,10.0,6.0,369,12
298,4222,352.0,180.0,4.30000019,79146,25000
299,2801,257.0,186.0,5.4000001,115099,2000
300,754,14.0,10.0,6.4000001,438,20
301,1552,346.0,109.0,4.5,34435,886
302,287,426.0,96.0,8.39999962,168203,11000
303,4262,122.0,238.0,6.5,64747,12000
304,4169,142.0,231.0,7.0999999,49240,12000
305,1092,523.0,116.0,8.19999981,414976,21000
306,4729,351.0,421.0,8.30000019,161288,72000
307,859,185.0,62.0,6.9000001,63459,3000
308,2783,124.0,146.0,7.0,56654,0
309,2437,99.0,60.0,7.30000019,6261,0
310,2874,319.0,190.0,5.9000001,111087,0
311,2084,1390.0,248.0,5.5,138863,0
312,4531,436.0,292.0,7.19999981,229574,56000
313,826,184.0,83.0,7.0999999,54478,0
314,492,204.0,99.0,7.30000019,153468,0
315,4493,24.0,16.0,8.69999981,3144,0
316,4143,182.0,283.0,7.4000001,99430,43000
317,1569,69.0,27.0,4.9000001,3754,113
318,4737,17.0,18.0,3.4000001,838,728
319,4236,4.0,23.0,5.69999981,625,124
320,4226,629.0,384.0,7.30000019,447979,105000
321,666,223.0,57.0,6.9000001,181380,0
322,4201,313.0,535.0,7.4000001,96233,26000
323,3296,77.0,111.0,5.5999999,25344,0
324,1269,59.0,73.0,5.4000001,10100,153
325,2674,1033.0,285.0,5.5999999,115649,4000
326,4674,1.0,,8.19999981,108,232
327,2025,114.0,72.0,7.19999981,5709,754
328,3052,189.0,141.0,3.9000001,26624,0
329,1650,274.0,94.0,6.69999981,70292,8000
330,4905,29.0,72.0,7.30000019,2581,0
331,1355,188.0,100.0,5.0999999,12093,394
332,4087,1.0,13.0,6.69999981,37,38
333,3369,290.0,221.0,5.19999981,75345,0
334,4079,189.0,162.0,5.0999999,25484,13000
335,293,31.0,19.0,4.19999981,1040,425
336,2945,82.0,62.0,5.69999981,11285,509
337,273,494.0,151.0,8.30000019,235133,0
338,2453,1053.0,276.0,6.80000019,155745,10000
339,2264,186.0,89.0,7.0,58906,0
340,2584,97.0,105.0,6.5,13239,0
341,3747,142.0,152.0,6.30000019,89568,17000
342,4936,50.0,10.0,8.19999981,10388,0
343,3324,201.0,167.0,5.19999981,84209,0
344,1899,258.0,96.0,6.4000001,89128,0
345,991,53.0,43.0,6.5999999,6705,167
346,4696,174.0,260.0,7.0,87682,43000
347,279,319.0,125.0,7.9000001,142448,14000
348,2162,63.0,60.0,6.5999999,3291,400
349,2500,236.0,91.0,6.80000019,76467,0
350,1426,805.0,214.0,7.0999999,193962,5000
351,4888,117.0,122.0,6.30000019,12276,21000
352,1584,205.0,78.0,5.9000001,41664,0
353,3501,311.0,179.0,6.0,181443,12000
354,2200,433.0,209.0,7.69999981,110394,0
355,1179,132.0,105.0,6.9000001,12980,646
356,504,215.0,77.0,7.5999999,54042,0
357,2622,187.0,78.0,4.30000019,39471,0
358,4346,3.0,,6.9000001,44,224
359,547,35.0,11.0,5.5,7470,0
360,3450,20.0,34.0,5.9000001,3443,480
361,4053,141.0,232.0,6.19999981,78974,11000
362,3897,190.0,447.0,7.9000001,70382,33000
363,1310,3646.0,313.0,8.69999981,1217752,25000
364,3874,199.0,257.0,7.0999999,111003,22000
365,3200,435.0,298.0,6.69999981,207839,0
366,512,159.0,88.0,7.0,61396,11000
367,648,112.0,43.0,7.0999999,38949,0
368,148,137.0,101.0,6.19999981,7584,0
369,673,180.0,75.0,3.9000001,35018,716
370,1823,249.0,74.0,7.5,23486,0
371,2056,52.0,54.0,6.19999981,4257,188
372,945,277.0,93.0,5.80000019,62271,0
373,2728,81.0,46.0,7.4000001,14100,0
374,2552,86.0,78.0,6.80000019,11132,0
375,408,419.0,184.0,7.19999981,49672,3000
376,1639,481.0,127.0,6.5,43839,0
377,2984,359.0,111.0,1.89999998,74945,0
378,2962,32.0,25.0,6.0,3425,0
379,2672,352.0,251.0,6.5,61912,0
380,3750,233.0,84.0,1.60000002,74351,62000
381,4633,15.0,6.0,5.0999999,1091,0
382,4204,1187.0,608.0,7.19999981,557489,95000
383,3278,20.0,59.0,5.5,2541,342
384,3169,111.0,137.0,5.69999981,23767,845
385,595,115.0,31.0,6.80000019,55895,0
386,4854,13.0,1.0,8.19999981,374,0
387,495,281.0,142.0,6.5,62038,0
388,4768,345.0,298.0,6.80000019,62836,20000
389,645,495.0,131.0,8.30000019,277505,10000
390,1963,95.0,46.0,5.69999981,8215,371
391,4868,145.0,210.0,7.19999981,64322,24000
392,1316,253.0,85.0,4.5999999,13065,897
393,2921,308.0,300.0,7.5,120189,11000
394,4859,50.0,23.0,5.19999981,4510,0
395,3134,370.0,299.0,7.5999999,189812,15000
396,3977,154.0,211.0,6.9000001,119213,17000
397,3410,230.0,178.0,4.80000019,42182,0
398,4575,462.0,355.0,6.30000019,172707,37000
399,4239,511.0,525.0,6.4000001,175413,60000
400,840,77.0,31.0,6.0999999,9845,613
401,4132,9.0,16.0,5.30000019,502,207
402,1707,33.0,40.0,5.69999981,9693,530
403,4410,741.0,585.0,7.9000001,431620,77000
404,542,293.0,98.0,5.4000001,43743,0
405,4433,1.0,3.0,6.69999981,83,165
406,1567,131.0,85.0,6.30000019,22649,0
407,3895,82.0,20.0,3.0999999,2753,0
408,1454,101.0,91.0,6.30000019,5178,132
409,1741,276.0,181.0,7.0999999,71596,3000
410,698,78.0,22.0,5.9000001,33186,0
411,2413,75.0,55.0,6.0,5585,997
412,1237,122.0,77.0,6.30000019,8697,374
413,1198,133.0,42.0,4.5999999,6884,458
414,3316,21.0,14.0,5.30000019,4387,240
415,4815,4.0,5.0,4.0,146,244
416,1460,677.0,225.0,6.30000019,79877,0
417,1223,527.0,196.0,6.80000019,77493,6000
418,4615,410.0,44.0,8.39999962,62756,21000
419,1602,165.0,81.0,6.4000001,15053,393
420,612,31.0,10.0,6.69999981,15730,0
421,471,37.0,27.0,5.5999999,1768,208
422,4735,81.0,155.0,6.19999981,20186,0
423,1878,174.0,92.0,7.0,26434,0
424,4109,172.0,265.0,6.69999981,156898,22000
425,4751,23.0,95.0,5.0,3119,0
426,3262,301.0,230.0,6.4000001,100837,0
427,2002,158.0,39.0,6.30000019,12675,0
428,3483,302.0,213.0,5.69999981,63493,26000
429,1608,214.0,137.0,7.4000001,19397,0
430,1000,62.0,36.0,2.79999995,8687,0
431,797,173.0,60.0,5.19999981,24790,0
432,1977,297.0,133.0,4.5999999,46417,660
433,389,52.0,21.0,4.80000019,3334,739
434,4630,18.0,6.0,3.0999999,735,402
435,4926,150.0,226.0,4.80000019,34964,28000
436,1745,124.0,82.0,6.80000019,27052,0
437,881,309.0,104.0,8.0,72443,0
438,2608,149.0,98.0,5.30000019,44103,0
439,128,55.0,32.0,7.0999999,4998,785
440,4693,1290.0,644.0,7.0,418214,150000
441,2003,347.0,196.0,6.30000019,89816,0
442,4760,374.0,426.0,7.80000019,182983,99000
443,1920,286.0,131.0,6.5,49926,0
444,3693,64.0,49.0,3.29999995,9541,0
445,2213,13.0,15.0,7.19999981,131,30
446,1093,370.0,102.0,5.0999999,58402,0
447,1087,494.0,39.0,6.80000019,1024,140
448,4277,87.0,162.0,3.9000001,8511,0
449,439,34.0,16.0,5.9000001,7900,263
450,635,71.0,10.0,6.9000001,10410,892
451,1129,40.0,35.0,7.19999981,2412,539
452,2154,609.0,187.0,8.10000038,264533,12000
453,2982,168.0,160.0,7.19999981,127760,0
454,98,56.0,30.0,6.80000019,8508,328
455,2286,23.0,17.0,6.9000001,806,187
456,3110,4667.0,645.0,9.0,1676169,37000
457,720,140.0,47.0,4.4000001,17997,812
458,4616,1.0,9.0,4.30000019,569,114
459,4081,329.0,322.0,5.5,185394,65000
460,398,284.0,99.0,7.4000001,99557,21000
461,299,48.0,14.0,5.0,3904,495
462,2558,613.0,99.0,2.70000005,50415,806
463,4577,26.0,101.0,7.19999981,14437,0
464,62,596.0,153.0,8.69999981,229012,11000
465,2131,244.0,89.0,6.30000019,47800,0
466,968,462.0,140.0,7.5,239540,0
467,868,50.0,20.0,6.19999981,5668,491
468,4216,164.0,260.0,5.5999999,59248,48000
469,3452,39.0,17.0,7.0999999,5741,0
470,292,58.0,78.0,4.5,1905,249
471,4561,244.0,285.0,6.5,92364,15000
472,2001,83.0,82.0,7.19999981,10585,0
473,2054,255.0,151.0,6.69999981,82731,0
474,1353,148.0,100.0,5.0999999,66941,1000
475,3291,791.0,279.0,6.19999981,186879,0
476,2192,3.0,,6.0999999,156,22
477,1773,132.0,58.0,4.5999999,12263,564
478,3904,129.0,156.0,5.30000019,37156,0
479,3274,203.0,161.0,6.4000001,132048,12000
480,1468,85.0,57.0,3.5999999,15517,500
481,325,211.0,127.0,6.9000001,29932,0
482,298,294.0,177.0,7.5999999,133966,0
483,3268,304.0,84.0,8.10000038,155249,115000
484,2705,645.0,236.0,7.5999999,295375,15000
485,3207,39.0,79.0,6.4000001,11958,1000
486,3147,36.0,60.0,6.80000019,6723,1000
487,1936,117.0,75.0,5.5999999,11815,320
488,3627,89.0,102.0,5.80000019,11950,0
489,437,64.0,52.0,5.5,5187,902
490,1801,21.0,28.0,7.0,493,61
491,1992,122.0,60.0,6.4000001,4894,298
492,2065,28.0,44.0,7.5,1747,353
493,844,105.0,50.0,6.80000019,15088,824
494,4319,533.0,440.0,6.69999981,328067,68000
495,4284,105.0,224.0,6.19999981,29282,11000
496,2717,220.0,143.0,7.5,77656,0
497,2464,11.0,27.0,6.80000019,1227,62
498,1308,240.0,111.0,7.0999999,24412,944
499,2389,243.0,151.0,7.4000001,31130,0
500,1094,703.0,98.0,7.0999999,169023,10000
501,85,207.0,103.0,7.69999981,67822,0
502,4192,28.0,62.0,6.5,8227,0
503,2230,700.0,233.0,7.19999981,136048,0
504,663,72.0,19.0,6.0999999,37611,0
505,2306,2254.0,357.0,7.69999981,259837,13000
506,4547,275.0,276.0,7.4000001,136973,47000
507,4857,1.0,,7.19999981,178,0
508,15,204.0,145.0,7.69999981,133348,0
509,1186,106.0,55.0,5.9000001,11232,0
510,2042,786.0,202.0,5.80000019,141533,0
511,1034,218.0,130.0,7.0999999,67604,12000
512,1781,67.0,12.0,6.30000019,5182,912
513,3357,14.0,21.0,5.9000001,2280,448
514,3804,130.0,231.0,4.0,20823,0
515,3229,62.0,149.0,7.69999981,8429,0
516,3793,80.0,54.0,7.5,13003,10000
517,3991,3.0,4.0,4.80000019,243,223
518,486,418.0,123.0,7.9000001,219008,0
519,2173,11.0,25.0,7.19999981,772,83
520,3727,79.0,156.0,5.9000001,32399,0
521,3263,90.0,145.0,5.0999999,33042,0
522,818,174.0,74.0,7.5,26513,0
523,1441,734.0,212.0,5.5,98535,0
524,4872,156.0,263.0,6.69999981,31359,0
525,594,24.0,10.0,5.80000019,3013,344
526,3431,641.0,350.0,6.69999981,361924,0
527,3827,266.0,264.0,7.30000019,75306,48000
528,3495,84.0,101.0,3.79999995,12399,0
529,1068,98.0,73.0,5.30000019,74343,694
530,1125,274.0,108.0,6.0,81611,0
531,2661,188.0,132.0,6.19999981,20000,0
532,1255,549.0,140.0,7.4000001,100743,0
533,155,36.0,13.0,6.9000001,2603,608
534,850,224.0,85.0,7.80000019,30618,0
535,2601,646.0,230.0,7.5999999,273108,0
536,775,76.0,45.0,6.5999999,9105,0
537,399,692.0,204.0,8.10000038,600266,13000
538,3445,8.0,35.0,5.80000019,463,594
539,2397,70.0,110.0,7.80000019,9037,0
540,3594,22.0,42.0,3.9000001,1328,0
541,1264,602.0,150.0,7.0,203269,11000
542,80,167.0,100.0,8.0,62860,0
543,3478,250.0,298.0,5.5999999,40776,10000
544,3834,226.0,174.0,5.80000019,30511,0
545,3615,176.0,225.0,6.0999999,28483,0
546,2803,12.0,35.0,6.19999981,1656,155
547,987,488.0,195.0,6.0999999,124941,0
548,4429,1097.0,653.0,8.10000038,682155,96000
549,4953,,,7.19999981,18,0
550,3159,365.0,275.0,7.19999981,198111,14000
551,342,87.0,44.0,6.19999981,15345,0
552,4506,154.0,175.0,5.5,54501,16000
553,929,470.0,156.0,7.69999981,224671,11000
554,2848,88.0,100.0,6.30000019,21379,0
555,2332,108.0,26.0,4.9000001,5018,473
556,2878,32.0,85.0,7.30000019,7148,773
557,2655,48.0,69.0,7.0999999,3675,426
558,2994,35.0,14.0,3.79999995,9560,636
559,964,15.0,5.0,5.4000001,405,97
560,3514,2803.0,642.0,8.80000019,1468200,175000
561,460,118.0,95.0,6.0,15956,1000
562,3922,175.0,286.0,6.4000001,24668,0
563,2016,192.0,165.0,6.19999981,81444,955
564,3144,125.0,124.0,4.9000001,16582,0
565,3805,412.0,382.0,7.5,338635,39000
566,1169,151.0,81.0,7.0,12366,507
567,1566,651.0,187.0,7.30000019,65201,0
568,4028,48.0,82.0,5.69999981,5161,0
569,2359,576.0,228.0,5.30000019,94456,0
570,4281,195.0,257.0,7.30000019,150618,28000
571,487,219.0,114.0,7.4000001,119150,0
572,3205,10.0,8.0,4.0,551,303
573,1367,136.0,59.0,6.5999999,4662,170
574,2403,32.0,30.0,6.0,3322,265
575,871,118.0,53.0,6.4000001,63839,0
576,3761,124.0,134.0,6.80000019,52972,21000
577,816,88.0,44.0,5.5,23579,0
578,2024,288.0,160.0,6.80000019,35065,0
579,2633,229.0,190.0,6.5999999,71137,0
580,2481,316.0,156.0,6.5999999,69172,0
581,2108,129.0,65.0,6.0999999,30092,0
582,2048,132.0,98.0,5.19999981,29861,505
583,4342,43.0,69.0,6.69999981,12817,0
584,2849,47.0,15.0,7.30000019,13577,341
585,1037,181.0,63.0,5.80000019,27675,0
