,film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
1196,3489,25.0,13.0,7.5999999,6429,10000
1197,4290,753.0,490.0,7.30000019,362933,115000
1198,1242,148.0,62.0,5.5,11003,654
1199,4287,111.0,273.0,6.5,24557,13000
1200,3810,58.0,131.0,6.4000001,4550,0
1201,4295,347.0,298.0,5.9000001,92461,43000
1202,212,310.0,154.0,7.5999999,80961,7000
1203,4657,3.0,63.0,6.4000001,979,257
1204,1124,373.0,67.0,6.0,44248,0
1205,1897,88.0,64.0,6.0999999,21542,977
1206,1888,460.0,171.0,6.80000019,237248,0
1207,2537,200.0,197.0,7.0,52421,0
1208,3530,366.0,390.0,7.19999981,92237,25000
1209,3571,410.0,253.0,5.9000001,131447,19000
1210,4890,14.0,65.0,7.5,3302,13000
1211,695,26.0,5.0,4.30000019,6701,444
1212,251,90.0,42.0,4.9000001,5237,392
1213,1233,346.0,167.0,7.5,70084,0
1214,540,112.0,43.0,6.80000019,30213,0
1215,4456,26.0,65.0,6.5,5900,0
1216,1574,44.0,43.0,6.19999981,3080,117
1217,17,29.0,10.0,7.0,1381,60
1218,466,335.0,203.0,7.0,76407,0
1219,1371,65.0,29.0,5.9000001,5164,207
1220,950,209.0,31.0,7.30000019,6915,599
1221,2170,102.0,90.0,5.9000001,18771,702
1222,2754,262.0,158.0,5.9000001,65628,0
1223,817,309.0,91.0,6.0999999,144337,0
1224,544,380.0,82.0,7.5999999,131217,0
1225,4315,79.0,97.0,5.80000019,29517,0
1226,3140,290.0,223.0,4.80000019,53864,2000
1227,4718,342.0,253.0,5.5999999,89770,39000
1228,3307,75.0,112.0,5.9000001,15033,0
1229,2797,107.0,142.0,8.10000038,81644,11000
1230,1322,419.0,152.0,6.80000019,73068,0
1231,2476,5.0,14.0,4.30000019,444,68
1232,3113,140.0,194.0,6.9000001,61777,0
1233,235,350.0,124.0,7.19999981,170027,13000
1234,4177,12.0,23.0,6.19999981,1904,332
1235,397,235.0,81.0,7.19999981,126916,0
1236,3532,156.0,159.0,6.5,74630,13000
1237,4384,836.0,548.0,8.0,266020,92000
1238,1987,264.0,141.0,6.4000001,61490,0
1239,3744,279.0,392.0,6.5999999,102728,16000
1240,3926,25.0,57.0,5.0999999,2551,0
1241,1083,38.0,19.0,3.9000001,1721,280
1242,4481,1240.0,434.0,5.80000019,200022,71000
1243,3226,166.0,226.0,6.30000019,56264,0
1244,4227,75.0,129.0,4.5999999,7286,0
1245,4333,1.0,1.0,7.80000019,6,53
1246,2668,261.0,91.0,6.4000001,116762,0
1247,3726,438.0,417.0,6.80000019,159198,38000
1248,2263,140.0,157.0,8.10000038,64556,0
1249,2952,154.0,175.0,6.0999999,124501,0
1250,3494,211.0,203.0,6.5,97775,0
1251,2325,202.0,62.0,5.5999999,10472,0
1252,1149,247.0,94.0,7.69999981,26832,0
1253,3655,56.0,112.0,7.0,19979,0
1254,2172,116.0,73.0,5.19999981,15052,484
1255,1026,21.0,34.0,6.5999999,1649,33
1256,415,193.0,117.0,6.19999981,101840,0
1257,4628,14.0,11.0,3.5,801,358
1258,3806,5.0,29.0,6.80000019,154,287
1259,2426,38.0,41.0,4.0,3926,353
1260,254,75.0,70.0,5.4000001,3000,902
1261,4710,214.0,203.0,6.80000019,48675,16000
1262,4580,351.0,322.0,7.19999981,103589,35000
1263,2770,196.0,133.0,6.5,63216,0
1264,3646,665.0,469.0,6.80000019,264186,30000
1265,3882,11.0,5.0,4.5,1642,0
1266,187,252.0,119.0,8.30000019,175607,0
1267,184,106.0,54.0,7.4000001,13467,0
1268,2884,1902.0,392.0,6.19999981,383071,0
1269,4569,85.0,98.0,5.5,16987,0
1270,3813,69.0,136.0,6.69999981,15775,0
1271,469,383.0,80.0,2.79999995,30840,0
1272,1289,546.0,85.0,6.5999999,101411,0
1273,2720,1100.0,341.0,8.5,844052,49000
1274,170,129.0,34.0,7.5999999,6303,0
1275,2572,36.0,5.0,6.9000001,2050,0
1276,2615,112.0,37.0,3.0999999,9104,110
1277,3803,375.0,486.0,7.30000019,145395,23000
1278,1822,695.0,137.0,5.19999981,43991,0
1279,4550,471.0,435.0,7.80000019,246698,64000
1280,441,96.0,44.0,6.30000019,27149,0
1281,503,69.0,130.0,6.69999981,4695,0
1282,1877,199.0,149.0,7.0999999,24019,983
1283,3250,184.0,211.0,6.19999981,41727,0
1284,4191,28.0,121.0,6.69999981,2518,1000
1285,4059,1959.0,673.0,7.30000019,701607,140000
1286,1758,234.0,98.0,5.5999999,30667,0
1287,3381,175.0,248.0,6.5,52888,0
1288,1668,118.0,88.0,7.0,4117,0
1289,822,78.0,42.0,6.9000001,15885,0
1290,2233,799.0,267.0,7.5,264318,0
1291,388,148.0,131.0,6.9000001,25332,0
1292,920,21.0,21.0,5.4000001,4288,517
1293,3006,34.0,14.0,7.5999999,578,588
1294,1221,524.0,174.0,5.69999981,89509,2000
1295,2355,247.0,142.0,6.5,45900,0
1296,2184,84.0,43.0,6.5999999,4285,456
1297,649,129.0,12.0,8.0,23181,6000
1298,4040,108.0,145.0,4.0999999,16268,0
1299,1843,216.0,106.0,7.0,44143,4000
1300,1324,22.0,18.0,7.30000019,524,73
1301,3585,944.0,221.0,4.4000001,76199,13000
1302,2253,458.0,204.0,7.69999981,281649,21000
1303,4419,13.0,5.0,6.19999981,993,998
1304,3012,871.0,366.0,8.19999981,561773,28000
1305,2845,235.0,151.0,6.30000019,88714,0
1306,3488,157.0,196.0,6.5,80574,12000
1307,49,90.0,54.0,7.19999981,9808,1000
1308,191,50.0,34.0,7.30000019,9007,661
1309,4968,51.0,6.0,7.0,12417,124
1310,2806,25.0,16.0,7.4000001,1311,133
1311,1518,1314.0,242.0,8.39999962,534262,39000
1312,4761,131.0,149.0,4.5999999,27198,8000
1313,3203,3054.0,723.0,7.9000001,886204,33000
1314,4482,384.0,359.0,7.0,200647,24000
1315,3348,66.0,45.0,3.5999999,9928,934
1316,2889,801.0,308.0,7.30000019,190132,15000
1317,1616,84.0,73.0,7.69999981,10672,802
1318,3812,114.0,110.0,7.0999999,35514,15000
1319,4186,13.0,25.0,5.4000001,3740,0
1320,630,156.0,61.0,7.69999981,63923,0
1321,4100,89.0,170.0,5.69999981,57266,14000
1322,4084,207.0,265.0,5.69999981,104072,15000
1323,4072,101.0,238.0,6.69999981,36877,0
1324,2007,21.0,36.0,6.5,3548,282
1325,3245,17.0,39.0,5.9000001,2050,275
1326,332,376.0,145.0,7.69999981,172493,0
1327,2829,,,6.9000001,31,0
1328,2694,2054.0,352.0,8.5,873649,29000
1329,1559,619.0,97.0,4.5,39788,0
1330,2000,157.0,124.0,6.5,45895,1000
1331,1555,232.0,107.0,5.5,27580,742
1332,4062,322.0,371.0,7.5999999,145270,54000
1333,4781,360.0,362.0,7.30000019,175960,43000
1334,2137,1416.0,288.0,7.5,113152,0
1335,736,146.0,77.0,7.5999999,34520,0
1336,4190,304.0,349.0,6.0999999,159868,45000
1337,1312,140.0,97.0,5.5999999,9294,251
1338,521,817.0,186.0,7.5999999,269033,12000
1339,4092,163.0,275.0,6.30000019,67893,18000
1340,221,44.0,38.0,7.4000001,6454,733
1341,3317,248.0,190.0,5.80000019,52467,0
1342,851,224.0,85.0,7.80000019,30618,0
1343,530,365.0,60.0,7.9000001,101889,0
1344,64,49.0,54.0,8.10000038,9903,863
1345,2586,145.0,95.0,7.19999981,34910,0
1346,2436,11.0,2.0,5.0,299,29
1347,1394,602.0,174.0,7.5999999,143137,10000
1348,1012,506.0,157.0,7.80000019,261069,25000
1349,2649,482.0,226.0,7.5,190490,26000
1350,1554,662.0,187.0,7.5999999,188887,0
1351,4967,33.0,9.0,7.69999981,6053,0
1352,3808,48.0,191.0,7.19999981,23756,0
1353,2929,88.0,146.0,7.19999981,24104,0
1354,4303,258.0,376.0,6.4000001,114241,24000
1355,392,95.0,29.0,7.0,17982,1000
1356,745,115.0,62.0,5.80000019,44394,0
1357,2556,118.0,87.0,6.5999999,12845,624
1358,2919,1066.0,330.0,7.19999981,220475,20000
1359,2930,32.0,37.0,6.0999999,6528,0
1360,1295,31.0,33.0,6.30000019,2133,182
1361,2948,255.0,177.0,5.9000001,99989,0
1362,739,69.0,42.0,6.30000019,32544,0
1363,3031,135.0,165.0,6.0999999,40469,0
1364,3511,209.0,225.0,6.30000019,56402,17000
1365,1765,232.0,149.0,6.30000019,28584,675
1366,1435,402.0,157.0,7.80000019,160776,0
1367,3095,173.0,121.0,4.5,52052,0
1368,4230,7.0,66.0,6.9000001,1920,1000
1369,3937,336.0,355.0,7.69999981,181025,38000
1370,1982,87.0,37.0,5.0999999,15939,0
1371,208,61.0,39.0,6.69999981,12666,629
1372,3259,38.0,24.0,5.19999981,4866,969
1373,948,234.0,117.0,7.80000019,225122,0
1374,322,75.0,101.0,6.5999999,6549,934
1375,4752,16.0,1.0,2.20000005,292,353
1376,4050,290.0,225.0,4.19999981,30570,12000
1377,2618,316.0,251.0,7.9000001,132149,5000
1378,4564,79.0,185.0,6.80000019,31254,0
1379,483,339.0,147.0,7.19999981,92924,19000
1380,3092,189.0,190.0,6.80000019,94892,0
1381,1080,88.0,42.0,5.0,7159,247
1382,1474,38.0,38.0,5.69999981,7242,0
1383,3925,479.0,526.0,6.19999981,199039,82000
1384,3335,44.0,91.0,7.0999999,9305,0
1385,3545,451.0,344.0,6.4000001,75669,19000
1386,523,119.0,63.0,6.5999999,39306,0
1387,3779,181.0,221.0,7.0,106111,49000
1388,777,27.0,20.0,5.69999981,2427,127
1389,604,93.0,68.0,6.0,42765,0
1390,4021,524.0,411.0,6.80000019,155153,58000
1391,291,394.0,242.0,6.0999999,39690,0
1392,1343,822.0,149.0,7.9000001,207287,15000
1393,4022,1498.0,750.0,7.80000019,522030,80000
1394,3321,383.0,265.0,7.0,141663,20000
1395,4921,6.0,6.0,7.19999981,33,187
1396,3811,153.0,128.0,5.9000001,48019,13000
1397,2050,204.0,112.0,5.0999999,14962,704
1398,1669,376.0,128.0,6.9000001,45031,0
1399,1326,683.0,197.0,6.4000001,157519,2000
1400,2398,262.0,120.0,5.9000001,25883,0
1401,979,256.0,59.0,3.70000005,36363,1000
1402,3166,49.0,78.0,7.0999999,30587,3000
1403,2656,321.0,33.0,8.39999962,70233,0
1404,829,95.0,47.0,5.5999999,40346,1000
1405,927,271.0,119.0,4.5999999,73539,0
1406,4543,591.0,403.0,6.69999981,305008,52000
1407,4776,64.0,119.0,7.80000019,28276,31000
1408,1729,888.0,215.0,8.0,123090,4000
1409,2114,836.0,299.0,7.5999999,293662,0
1410,1535,63.0,12.0,7.19999981,983,100
1411,4139,55.0,44.0,8.39999962,30434,5000
1412,2925,117.0,65.0,5.0,15315,915
1413,3199,237.0,278.0,7.30000019,112138,12000
1414,1818,81.0,42.0,5.5,9868,217
1415,2285,152.0,94.0,5.9000001,37479,0
1416,379,96.0,45.0,6.0,22797,0
1417,364,15.0,17.0,4.0,802,79
1418,2798,216.0,202.0,6.9000001,54787,0
1419,3836,22.0,66.0,5.5999999,1389,0
1420,4881,1.0,2.0,6.80000019,90,139
1421,1534,571.0,168.0,6.69999981,171568,0
1422,3480,75.0,138.0,5.0999999,13026,0
1423,4321,28.0,122.0,7.0999999,11347,5000
1424,3223,48.0,63.0,4.0999999,4122,0
1425,705,117.0,44.0,6.80000019,41310,0
1426,2704,279.0,363.0,7.0,68883,7000
1427,1,88.0,69.0,8.0,10718,691
1428,4636,59.0,29.0,6.0,13279,0
1429,2911,289.0,234.0,7.0999999,101386,0
1430,1161,314.0,103.0,7.0,27766,0
1431,4820,20.0,35.0,5.69999981,4091,987
1432,1217,77.0,41.0,3.79999995,8176,272
1433,3219,188.0,222.0,7.4000001,35137,10000
1434,3367,31.0,90.0,6.19999981,2437,580
1435,1759,1137.0,146.0,7.5,261317,20000
1436,3376,626.0,334.0,7.80000019,583341,24000
1437,2865,231.0,154.0,7.5,83786,0
1438,1528,261.0,132.0,6.5999999,57038,0
1439,2920,383.0,224.0,6.4000001,164608,10000
1440,3007,23.0,30.0,7.80000019,9689,1000
1441,4697,122.0,45.0,7.4000001,15978,15000
1442,609,87.0,43.0,6.80000019,83269,0
1443,411,90.0,54.0,5.30000019,6143,0
1444,3763,225.0,290.0,7.0999999,92599,21000
1445,1280,43.0,8.0,5.19999981,1434,27
1446,551,273.0,114.0,7.5999999,149108,0
1447,4019,220.0,173.0,5.0,49888,25000
1448,2882,57.0,88.0,6.9000001,10896,415
1449,1516,40.0,19.0,4.5,2236,193
1450,1200,187.0,70.0,6.4000001,18693,0
1451,4869,95.0,159.0,6.9000001,13523,0
1452,2311,128.0,77.0,5.4000001,42737,781
1453,4111,84.0,168.0,5.9000001,60407,11000
1454,3035,119.0,167.0,6.69999981,146019,0
1455,335,532.0,162.0,4.5999999,28589,0
1456,1519,343.0,142.0,5.69999981,47573,881
1457,1373,241.0,145.0,6.5,38438,0
1458,1488,138.0,93.0,6.4000001,16215,401
1459,2005,2113.0,271.0,8.10000038,809474,10000
1460,1137,27.0,36.0,6.30000019,1591,75
1461,2330,108.0,75.0,6.9000001,10018,0
1462,112,100.0,27.0,6.5999999,6484,1000
1463,418,138.0,38.0,7.30000019,39451,0
1464,1187,784.0,199.0,6.5999999,181225,0
1465,3855,8.0,,3.0,125,33
1466,2474,560.0,196.0,5.4000001,71153,0
1467,2602,24.0,30.0,6.5,1950,360
1468,1816,605.0,207.0,6.80000019,97938,0
1469,2918,638.0,66.0,8.0,129799,46000
1470,923,393.0,142.0,6.4000001,146134,0
1471,4941,24.0,1.0,7.4000001,2258,763
1472,245,217.0,56.0,5.9000001,25193,2000
1473,1423,862.0,197.0,7.80000019,225102,16000
1474,598,322.0,67.0,6.9000001,145257,0
1475,3267,97.0,160.0,7.0999999,19147,0
1476,2421,217.0,127.0,6.19999981,61321,0
1477,2765,73.0,82.0,6.9000001,12160,307
1478,4449,210.0,228.0,5.80000019,54101,15000
1479,4623,19.0,10.0,7.19999981,744,1000
1480,2719,424.0,147.0,5.5999999,65499,0
1481,1922,816.0,235.0,8.0,350698,26000
1482,2833,559.0,251.0,7.0,298590,0
1483,2347,526.0,351.0,7.5,84070,0
1484,2370,118.0,94.0,5.5999999,30255,743
1485,2846,291.0,175.0,6.5,81334,0
1486,3539,125.0,163.0,5.5,35888,0
1487,2128,392.0,191.0,6.69999981,185338,0
1488,2115,105.0,74.0,4.5999999,23408,810
1489,359,647.0,197.0,8.39999962,681857,14000
1490,123,128.0,87.0,7.4000001,13640,3000
1491,2639,13.0,40.0,7.30000019,1290,587
1492,955,142.0,97.0,5.80000019,60326,2000
1493,433,331.0,180.0,7.30000019,92464,19000
1494,182,251.0,136.0,6.80000019,74957,0
1495,2963,235.0,248.0,6.4000001,79855,0
1496,2695,631.0,208.0,6.80000019,286178,0
1497,2099,514.0,185.0,5.9000001,132954,0
1498,4131,16.0,31.0,7.5999999,2482,0
1499,1508,231.0,122.0,7.69999981,22145,756
1500,3901,3.0,3.0,8.10000038,15,66
1501,3409,169.0,174.0,6.5,163665,9000
1502,4886,6.0,15.0,4.0,436,378
1503,141,452.0,143.0,6.80000019,59941,0
1504,1178,789.0,145.0,7.0,315549,0
1505,1703,157.0,72.0,4.9000001,7909,261
1506,799,192.0,69.0,7.5,54631,0
1507,1114,752.0,134.0,7.19999981,175524,0
1508,813,391.0,166.0,8.30000019,623757,0
1509,660,93.0,37.0,6.5,17322,853
1510,4503,212.0,233.0,5.69999981,47498,10000
1511,4563,17.0,23.0,6.30000019,1354,523
1512,2307,6.0,7.0,5.4000001,262,11
1513,2737,159.0,16.0,6.0,14486,467
1514,1815,103.0,80.0,7.19999981,9395,0
1515,1845,107.0,103.0,5.0999999,44885,478
1516,1500,91.0,82.0,5.5999999,8070,255
1517,700,86.0,67.0,7.5,29385,979
1518,1924,236.0,121.0,5.5,30058,800
1519,3342,37.0,103.0,4.9000001,5332,431
1520,510,171.0,84.0,5.69999981,92106,2000
1521,3152,22.0,46.0,6.69999981,2792,371
1522,2739,175.0,96.0,7.0999999,46951,0
1523,802,36.0,23.0,6.5,3513,423
1524,1081,162.0,65.0,5.9000001,18973,0
1525,3072,17.0,6.0,5.30000019,922,39
1526,3221,119.0,130.0,6.0,35510,0
1527,2820,1413.0,323.0,7.19999981,530870,11000
1528,3459,447.0,363.0,7.0,118684,24000
1529,4812,91.0,159.0,6.0,28621,11000
1530,4195,2.0,,5.4000001,23,48
1531,2971,545.0,341.0,7.0,248468,0
1532,2935,75.0,69.0,7.5,14831,0
1533,1047,53.0,24.0,2.79999995,2724,436
1534,192,650.0,149.0,9.0,790926,14000
1535,1869,25.0,39.0,6.69999981,1966,97
1536,4060,249.0,349.0,8.30000019,170155,60000
1537,2516,172.0,95.0,7.5,15337,0
1538,3258,2.0,,4.5,215,38
1539,1430,93.0,51.0,6.30000019,4617,614
1540,3339,194.0,156.0,6.0,76207,0
1541,2823,74.0,81.0,6.5,27689,1000
1542,3652,211.0,186.0,5.69999981,95437,9000
1543,2844,165.0,160.0,7.30000019,37635,0
1544,537,248.0,98.0,6.5999999,63855,0
1545,4878,111.0,177.0,6.0,28041,0
1546,409,46.0,18.0,4.30000019,1339,220
1547,2981,211.0,230.0,6.4000001,166610,0
1548,2813,392.0,209.0,6.19999981,86374,3000
1549,122,128.0,79.0,8.0,19026,0
1550,1142,318.0,156.0,6.69999981,135404,0
1551,1645,902.0,246.0,8.60000038,417971,28000
1552,2488,91.0,114.0,6.5999999,18762,708
1553,919,49.0,30.0,5.30000019,8005,417
1554,1865,215.0,105.0,6.5,28130,0
1555,4206,118.0,232.0,6.9000001,36494,11000
1556,1024,7.0,8.0,6.30000019,336,67
1557,3287,259.0,306.0,7.4000001,124222,23000
1558,1171,182.0,67.0,5.9000001,13010,0
1559,2875,111.0,43.0,5.80000019,2618,411
1560,95,120.0,65.0,7.9000001,15277,1000
1561,4748,30.0,74.0,4.5,1758,0
1562,1511,1171.0,205.0,8.19999981,610568,29000
1563,3690,47.0,88.0,4.4000001,19671,0
1564,1211,1015.0,206.0,7.4000001,181737,10000
1565,943,12.0,25.0,6.0,1427,88
1566,3468,176.0,203.0,5.5999999,75347,0
1567,39,113.0,61.0,7.4000001,10791,0
1568,2923,127.0,201.0,7.19999981,32188,0
1569,329,228.0,118.0,7.19999981,71217,0
1570,4098,3.0,1.0,6.19999981,292,14
1571,629,39.0,19.0,6.80000019,3665,247
1572,1364,643.0,181.0,5.5,145350,0
1573,3824,583.0,576.0,8.0,190030,30000
1574,372,89.0,52.0,7.4000001,12980,845
1575,1613,34.0,25.0,6.0,709,139
1576,1610,593.0,250.0,8.10000038,585659,0
1577,3909,4.0,6.0,5.5999999,385,389
1578,501,374.0,144.0,5.9000001,29629,0
1579,452,258.0,159.0,5.5,19234,0
1580,267,44.0,24.0,3.4000001,1955,438
1581,626,189.0,37.0,6.5999999,200077,0
1582,4218,2536.0,733.0,7.19999981,548573,118000
1583,3421,452.0,391.0,7.4000001,270238,19000
1584,4527,102.0,156.0,7.30000019,45580,18000
1585,3820,219.0,359.0,7.4000001,68211,14000
1586,2847,117.0,192.0,6.69999981,44208,0
1587,3247,22.0,53.0,6.5,2646,535
1588,1764,388.0,104.0,3.29999995,17309,612
1589,994,30.0,34.0,6.9000001,5275,508
1590,3071,248.0,198.0,6.0,73368,0
1591,1335,267.0,67.0,6.4000001,35312,0
1592,3019,98.0,135.0,6.5,61269,0
1593,2917,10.0,28.0,6.5,739,339
1594,4946,83.0,27.0,7.69999981,42402,0
1595,1699,207.0,140.0,5.5999999,62272,2000
1596,4774,117.0,202.0,6.0,58752,21000
1597,4200,12.0,10.0,3.4000001,761,566
1598,3712,2.0,2.0,6.69999981,19,24
1599,2507,53.0,50.0,6.4000001,7228,414
1600,2545,2301.0,400.0,8.0,470501,0
1601,1955,38.0,51.0,6.0999999,2953,480
1602,1931,674.0,198.0,7.19999981,118483,0
1603,708,83.0,53.0,7.19999981,14112,619
1604,4863,56.0,123.0,5.80000019,8885,0
1605,1084,418.0,125.0,4.5999999,55398,891
1606,2499,50.0,49.0,6.9000001,2670,311
1607,2993,357.0,161.0,6.80000019,57811,0
1608,3056,107.0,79.0,6.0,26849,3000
1609,2459,316.0,134.0,6.4000001,130070,0
1610,4576,918.0,378.0,5.69999981,242420,56000
1611,1475,162.0,86.0,4.69999981,9361,378
1612,584,183.0,64.0,7.80000019,94139,0
1613,2866,197.0,131.0,6.80000019,47203,0
1614,3598,29.0,16.0,5.69999981,1245,0
1615,3924,51.0,22.0,3.79999995,1321,238
1616,1800,242.0,114.0,5.0999999,68417,0
1617,449,62.0,21.0,5.30000019,4996,843
1618,102,418.0,164.0,7.80000019,139432,0
1619,4957,28.0,14.0,8.10000038,8739,0
1620,522,181.0,81.0,6.9000001,85362,0
1621,3783,10.0,23.0,7.4000001,591,5000
1622,19,706.0,157.0,8.19999981,215340,16000
1623,1117,102.0,51.0,6.69999981,5613,0
1624,2769,364.0,148.0,7.5,87331,18000
1625,3387,279.0,241.0,6.5999999,67824,0
1626,4376,37.0,71.0,6.9000001,11191,0
1627,3564,144.0,248.0,7.0,40618,0
1628,3010,42.0,67.0,6.19999981,5664,921
1629,947,40.0,19.0,7.0,666,91
1630,505,55.0,15.0,5.19999981,21079,818
1631,268,189.0,102.0,6.80000019,9830,1000
1632,1079,88.0,56.0,4.9000001,16260,296
1633,3978,50.0,31.0,4.80000019,7354,0
1634,716,132.0,27.0,7.30000019,36624,0
1635,502,9.0,9.0,6.19999981,240,37
1636,624,365.0,120.0,7.80000019,75675,0
1637,2198,212.0,46.0,5.9000001,22649,1000
1638,1244,231.0,70.0,4.0999999,36491,509
1639,4170,9.0,17.0,5.19999981,704,406
1640,1477,1144.0,192.0,7.0999999,207613,4000
1641,3379,193.0,238.0,6.4000001,30160,0
1642,959,296.0,111.0,7.4000001,73347,0
1643,1900,742.0,141.0,7.0999999,103241,5000
1644,2289,16.0,45.0,7.5,695,70
1645,319,18.0,15.0,4.5,870,76
1646,4299,281.0,246.0,6.30000019,159931,22000
1647,1395,355.0,90.0,4.5999999,16340,356
1648,3665,61.0,74.0,5.5999999,12128,0
1649,2805,436.0,250.0,6.5,69569,0
1650,315,10.0,2.0,5.69999981,763,135
1651,2299,2685.0,478.0,8.30000019,980946,15000
1652,3017,342.0,345.0,7.0,208422,3000
1653,2206,1509.0,287.0,7.69999981,299127,0
1654,1342,183.0,85.0,5.80000019,11388,652
1655,3609,741.0,424.0,6.5,270226,57000
1656,2165,49.0,45.0,4.30000019,5928,243
1657,2399,23.0,52.0,6.9000001,1578,91
1658,2979,2192.0,459.0,7.0,296787,0
1659,2913,174.0,90.0,5.4000001,29285,0
1660,4672,154.0,218.0,6.4000001,47988,35000
1661,4910,1.0,1.0,5.19999981,15,9
1662,1381,674.0,211.0,6.69999981,181058,0
1663,1398,1.0,1.0,2.79999995,275,10
1664,644,147.0,75.0,7.69999981,33850,0
1665,1718,438.0,161.0,6.69999981,89806,0
1666,4512,174.0,61.0,5.5999999,15448,15000
1667,3807,154.0,218.0,5.30000019,18566,0
1668,949,29.0,28.0,7.0,1524,166
1669,3301,187.0,219.0,6.5,114553,0
1670,980,70.0,63.0,6.19999981,19774,355
1671,217,71.0,41.0,5.19999981,3701,903
1672,4530,28.0,48.0,5.80000019,6025,0
1673,93,65.0,27.0,6.9000001,5786,573
1674,2257,2814.0,406.0,7.0999999,179235,13000
1675,1273,159.0,95.0,6.80000019,11101,633
1676,1039,181.0,110.0,6.5,23302,1000
1677,2777,190.0,106.0,5.5,15388,0
1678,3843,2.0,3.0,7.19999981,57,88
1679,944,696.0,99.0,7.30000019,160511,11000
1680,3148,29.0,29.0,6.19999981,5154,314
1681,1632,394.0,127.0,6.5999999,160440,0
1682,4747,307.0,412.0,7.19999981,93548,23000
1683,2408,86.0,73.0,5.19999981,12570,771
1684,4052,474.0,383.0,6.69999981,246803,108000
1685,1906,133.0,68.0,7.19999981,38273,0
1686,1580,673.0,205.0,4.4000001,38985,0
1687,4075,162.0,264.0,5.9000001,47169,17000
1688,4899,155.0,159.0,6.0,35654,20000
1689,2663,410.0,151.0,5.0999999,93748,1000
1690,3999,2326.0,775.0,7.0,456260,97000
1691,2314,30.0,4.0,4.80000019,1524,31
1692,4441,83.0,166.0,6.80000019,23323,10000
1693,2855,329.0,232.0,7.9000001,90827,26000
1694,4846,2.0,3.0,4.0,60,381
1695,1193,289.0,112.0,6.4000001,161858,0
1696,2028,166.0,135.0,7.69999981,24921,0
1697,1825,109.0,75.0,7.0,6000,595
1698,2997,44.0,80.0,7.30000019,14247,0
1699,3124,19.0,47.0,5.0999999,3174,376
1700,162,150.0,66.0,8.0,29839,0
1701,550,42.0,20.0,6.0,17349,855
1702,3288,214.0,187.0,6.5999999,69860,0
1703,4334,66.0,113.0,5.19999981,8913,0
1704,1565,308.0,66.0,2.0999999,19412,0
1705,778,408.0,71.0,7.0,59041,0
1706,165,171.0,57.0,7.19999981,25857,0
1707,2341,600.0,231.0,6.19999981,126746,0
1708,383,245.0,183.0,7.19999981,142293,14000
1709,2438,262.0,140.0,5.0999999,28606,0
1710,346,154.0,79.0,7.80000019,26310,0
1711,4338,434.0,339.0,6.4000001,164238,33000
1712,4330,90.0,166.0,6.5,62424,13000
1713,1896,179.0,81.0,5.80000019,29661,0
1714,3554,320.0,328.0,7.19999981,109873,33000
1715,4171,113.0,203.0,6.69999981,85833,17000
1716,887,212.0,75.0,6.9000001,50311,0
1717,1356,246.0,132.0,7.0,41313,0
1718,1677,301.0,108.0,6.19999981,94049,0
1719,79,40.0,21.0,7.30000019,4313,612
1720,4114,324.0,218.0,6.30000019,116994,35000
1721,1905,737.0,191.0,5.80000019,142569,10000
1722,990,41.0,24.0,4.9000001,3803,68
1723,3817,918.0,435.0,6.0999999,197584,42000
1724,1687,89.0,62.0,4.4000001,4102,53
1725,3040,398.0,228.0,5.4000001,107772,0
1726,1656,78.0,61.0,6.4000001,3413,29
1727,3087,42.0,18.0,7.4000001,15862,389
1728,4486,18.0,40.0,4.69999981,2621,844
1729,3195,32.0,100.0,7.4000001,4999,0
1730,3275,57.0,107.0,5.4000001,16271,1000
1731,768,180.0,53.0,5.9000001,55350,0
1732,207,542.0,141.0,8.10000038,375240,0
1733,3482,25.0,90.0,6.69999981,13443,0
1734,3884,274.0,208.0,5.5999999,85237,18000
1735,3961,20.0,36.0,5.19999981,2086,657
1736,2222,308.0,173.0,6.0999999,120795,0
1737,2834,299.0,226.0,7.4000001,114762,19000
1738,567,52.0,71.0,7.5,7143,865
1739,4405,4.0,2.0,3.20000005,73,178
1740,2616,116.0,99.0,6.4000001,21215,0
1741,4935,,,8.10000038,335,22
1742,861,21.0,21.0,6.4000001,1727,46
1743,1010,174.0,122.0,7.19999981,82232,0
1744,3461,38.0,27.0,6.0,7663,694
1745,2727,10.0,11.0,7.69999981,771,246
1746,1163,213.0,94.0,7.4000001,21245,0
1747,2611,110.0,20.0,6.30000019,12411,533
1748,4359,6.0,5.0,5.30000019,485,107
1749,3866,194.0,236.0,6.19999981,110073,0
1750,4251,205.0,234.0,6.69999981,125036,22000
1751,2073,540.0,191.0,6.0999999,87494,0
1752,2490,340.0,163.0,6.30000019,156267,0
1753,4533,25.0,78.0,4.69999981,2863,488
1754,3850,203.0,274.0,7.30000019,173848,25000
1755,1444,339.0,196.0,6.9000001,34191,0
1756,4873,55.0,63.0,6.80000019,6276,16000
1757,2318,467.0,267.0,7.4000001,188785,0
1758,1040,239.0,63.0,6.19999981,48458,0
1759,2218,75.0,52.0,5.30000019,12706,0
1760,1033,181.0,84.0,5.4000001,58227,2000
1761,428,175.0,83.0,7.4000001,66966,0
1762,3657,86.0,68.0,6.9000001,29994,0
1763,1360,133.0,81.0,7.19999981,18520,0
